00001.JPG,0,34.53010546,126.7103778,34.53010546,126.7101697,34.52996839,126.7103778,34.52996839,126.7101697
00003.JPG,0,34.53009663,126.7104523,34.53009663,126.7102478,34.52996197,126.7104523,34.52996197,126.7102478
00005.JPG,0,34.53009893,126.710511,34.53009893,126.7103111,34.52996729,126.710511,34.52996729,126.7103111
00007.JPG,0,34.53009391,126.7105778,34.53009391,126.7103816,34.52996469,126.7105778,34.52996469,126.7103816
00009.JPG,0,34.530093,126.7106528,34.530093,126.7104593,34.52996559,126.7106528,34.52996559,126.7104593
00011.JPG,0,34.53009179,126.710712,34.53009179,126.7105222,34.5299668,126.710712,34.5299668,126.7105222
00013.JPG,0,34.53009059,126.7107712,34.53009059,126.710585,34.52996801,126.7107712,34.52996801,126.710585
00015.JPG,0,34.53008938,126.7108532,34.53008938,126.7106708,34.52996921,126.7108532,34.52996921,126.7106708
00017.JPG,0,34.53026455,126.7109901,34.53026455,126.7108086,34.53014499,126.7109901,34.53014499,126.7108086
00019.JPG,1,34.53026606,126.7109314,34.53026606,126.7107453,34.53014348,126.7109314,34.53014348,126.7107453
00021.JPG,1,34.53026376,126.7108574,34.53026376,126.7106667,34.53013816,126.7108574,34.53013816,126.7106667
00023.JPG,1,34.53026818,126.7108125,34.53026818,126.71062,34.53014137,126.7108125,34.53014137,126.71062
00025.JPG,1,34.53026969,126.7107538,34.53026969,126.7105567,34.53013986,126.7107538,34.53013986,126.7105567
00027.JPG,1,34.5302715,126.7106573,34.5302715,126.7104547,34.53013805,126.7106573,34.53013805,126.7104547
00029.JPG,1,34.5302721,126.7106201,34.5302721,126.7104157,34.53013745,126.7106201,34.53013745,126.7104157
00031.JPG,1,34.53027361,126.7105537,34.53027361,126.7103447,34.53013594,126.7105537,34.53013594,126.7103447
00033.JPG,0,34.53027572,126.7104578,34.53027572,126.7102423,34.53013382,126.7104578,34.53013382,126.7102423
00035.JPG,1,34.53027663,126.710421,34.53027663,126.7102028,34.53013292,126.710421,34.53013292,126.7102028
00037.JPG,1,34.53027784,126.7103465,34.53027784,126.7101247,34.53013171,126.7103465,34.53013171,126.7101247
00039.JPG,1,34.53027905,126.7102797,34.53027905,126.7100542,34.5301305,126.7102797,34.5301305,126.7100542
00041.JPG,1,34.53027644,126.7102052,34.53027644,126.709976,34.53012548,126.7102052,34.53012548,126.709976
00043.JPG,1,34.53028206,126.710147,34.53028206,126.7099123,34.53012748,126.710147,34.53012748,126.7099123
00045.JPG,1,34.53046509,126.7099677,34.53046509,126.7097101,34.53029541,126.7099677,34.53029541,126.7097101
00047.JPG,1,34.53046037,126.7100121,34.53046037,126.7097572,34.5302925,126.7100121,34.5302925,126.7097572
00049.JPG,1,34.53046177,126.7100923,34.53046177,126.7098448,34.53029873,126.7100923,34.53029873,126.7098448
00051.JPG,1,34.53046086,126.710152,34.53046086,126.7099072,34.53029964,126.710152,34.53029964,126.7099072
00053.JPG,1,34.53045905,126.7102103,34.53045905,126.709971,34.53030145,126.7102103,34.53030145,126.709971
00055.JPG,1,34.53045403,126.7102847,34.53045403,126.7100491,34.53029884,126.7102847,34.53029884,126.7100491
00057.JPG,1,34.53045282,126.7103516,34.53045282,126.7101196,34.53030005,126.7103516,34.53030005,126.7101196
00059.JPG,1,34.53045482,126.7104251,34.53045482,126.7101987,34.53030567,126.7104251,34.53030567,126.7101987
00061.JPG,0,34.5304495,126.7104839,34.5304495,126.710262,34.53030337,126.7104839,34.53030337,126.710262
00063.JPG,0,34.53044799,126.7105502,34.53044799,126.710333,34.53030488,126.7105502,34.53030488,126.710333
00065.JPG,0,34.53044678,126.7106247,34.53044678,126.7104111,34.53030609,126.7106247,34.53030609,126.7104111
00067.JPG,1,34.53044527,126.7106834,34.53044527,126.7104744,34.5303076,126.7106834,34.5303076,126.7104744
00069.JPG,1,34.53044406,126.7107426,34.53044406,126.7105373,34.5303088,126.7107426,34.5303088,126.7105373
00071.JPG,1,34.53044225,126.7108162,34.53044225,126.7106163,34.53031062,126.7108162,34.53031062,126.7106163
00073.JPG,1,34.53044044,126.7108974,34.53044044,126.710703,34.53031243,126.7108974,34.53031243,126.710703
00075.JPG,1,34.53043954,126.710957,34.53043954,126.7107654,34.53031333,126.710957,34.53031333,126.7107654
00077.JPG,1,34.53043772,126.7110153,34.53043772,126.7108292,34.53031514,126.7110153,34.53031514,126.7108292
00079.JPG,0,34.53043973,126.7110888,34.53043973,126.7109082,34.53032077,126.7110888,34.53032077,126.7109082
00081.JPG,0,34.53043792,126.7111624,34.53043792,126.7109873,34.53032258,126.7111624,34.53032258,126.7109873
00083.JPG,0,34.53060947,126.7114692,34.53060947,126.711306,34.53050198,126.7114692,34.53050198,126.711306
00085.JPG,0,34.53061098,126.7114029,34.53061098,126.7112351,34.53050047,126.7114029,34.53050047,126.7112351
00087.JPG,1,34.53061249,126.7113289,34.53061249,126.7111565,34.53049896,126.7113289,34.53049896,126.7111565
00089.JPG,0,34.530614,126.7112701,34.530614,126.7110932,34.53049745,126.7112701,34.53049745,126.7110932
00091.JPG,0,34.53061581,126.7112118,34.53061581,126.7110294,34.53049564,126.7112118,34.53049564,126.7110294
00093.JPG,0,34.53061732,126.7111302,34.53061732,126.7109432,34.53049413,126.7111302,34.53049413,126.7109432
00095.JPG,0,34.53061501,126.7110715,34.53061501,126.7108798,34.53048881,126.7110715,34.53048881,126.7108798
00097.JPG,0,34.53062064,126.7110132,34.53062064,126.7108161,34.53049081,126.7110132,34.53049081,126.7108161
00099.JPG,0,34.53062185,126.7109387,34.53062185,126.7107379,34.5304896,126.7109387,34.5304896,126.7107379
00101.JPG,0,34.53062336,126.7108723,34.53062336,126.710667,34.5304881,126.7108723,34.5304881,126.710667
00103.JPG,1,34.53062487,126.7108136,34.53062487,126.7106036,34.53048659,126.7108136,34.53048659,126.7106036
00105.JPG,1,34.53062256,126.7107396,34.53062256,126.7105251,34.53048126,126.7107396,34.53048126,126.7105251
00107.JPG,1,34.53062437,126.7106737,34.53062437,126.7104536,34.53047945,126.7106737,34.53047945,126.7104536
00109.JPG,1,34.5306297,126.7105997,34.5306297,126.7103751,34.53048175,126.7105997,34.53048175,126.7103751
00111.JPG,1,34.53063121,126.7105257,34.53063121,126.7102965,34.53048025,126.7105257,34.53048025,126.7102965
00113.JPG,0,34.5306289,126.7104669,34.5306289,126.7102331,34.53047492,126.7104669,34.53047492,126.7102331
00115.JPG,0,34.53063011,126.7104001,34.53063011,126.7101626,34.53047371,126.7104001,34.53047371,126.7101626
00117.JPG,0,34.53063192,126.7103266,34.53063192,126.7100836,34.5304719,126.7103266,34.5304719,126.7100836
00119.JPG,0,34.53063724,126.7102678,34.53063724,126.7100203,34.53047421,126.7102678,34.53047421,126.7100203
00121.JPG,0,34.53063494,126.7102091,34.53063494,126.7099569,34.53046888,126.7102091,34.53046888,126.7099569
00123.JPG,1,34.53063645,126.7101351,34.53063645,126.7098784,34.53046737,126.7101351,34.53046737,126.7098784
00125.JPG,1,34.53063796,126.7100534,34.53063796,126.7097921,34.53046586,126.7100534,34.53046586,126.7097921
00127.JPG,1,34.53063917,126.7099942,34.53063917,126.7097293,34.53046466,126.7099942,34.53046466,126.7097293
00129.JPG,1,34.53064067,126.7099355,34.53064067,126.709666,34.53046315,126.7099355,34.53046315,126.709666
00131.JPG,1,34.5306463,126.7098619,34.5306463,126.7095869,34.53046515,126.7098619,34.53046515,126.7095869
